full_date,date,weekday,time,mood,activities,note_title,note
2020-10-27,Oct 27,Tuesday,9:37 PM,okay,work | friends | school | Milwuakee | biking | chest / core | gym | mountain dew | gaming,"","Meh first half getting stuck on lab question, made funny teams backgrounds, gym with Emely, vc with Jude and Cameron which was really funny, sharkesha, gamefuel raspberry"
2020-10-26,Oct 26,Monday,10:07 PM,okay,work | friends | school | Milwuakee | hip strengthen  | chest / core | gym | gaming,"","SNOW ❄️, vc with Cameron and Jude for a while, ganging up on news discussion, Nancy Pelosi catfish bet, Pranesh castration jokes"
2020-10-25,Oct 25,Sunday,9:38 PM,okay,work | Milwuakee | mountain dew | church | gaming,"","Church about important commandments, 2 people in iso at O’Donnell, NFL for a long time, walk outside in cold, news discussion debate cancel culture and religion, Caitlin status “idk how to feel.Should I reach out?”"
2020-10-24,Oct 24,Saturday,9:07 PM,good,work | friends | Milwuakee | biking | chest / core | ultimate frisbee | gym | mountain dew | reading | gaming,"","Ultimate 3 goals 1 assist, got called out for doing good job, getting foam roller, leftists don’t have any humor, using Jude’s old memes to make him laugh, battle of willpower "
2020-10-23,Oct 23,Friday,9:18 PM,okay,work | school | Milwuakee | hip strengthen  | chest / core | gym | mountain dew | gaming,"","Conference with English teacher finished essay, got Mountain Dew shirt, struggling with fighting lust"
2020-10-22,Oct 22,Thursday,10:19 PM,okay,work | school | walk with duns | Milwuakee | biking | chest / core | gym | rcia  | gaming,"","FF project indv mode fix, Emely couldn’t go to gym, father Duns walk told him about Jons Theo teacher, I am the Ryan Jones of Marquette, humor in my midterm, Trumps going to win the election "
2020-10-21,Oct 21,Wednesday,9:27 PM,okay,work | friends | school | Milwuakee | hip strengthen  | chest / core | gym | mountain dew | reading | gaming,"","Discord call with Cameron, Trumps gonna win election , coding project, Catholic book about liturgy "
2020-10-20,Oct 20,Tuesday,9:43 PM,okay,work | school | Milwuakee | biking | chest / core | gym | reading,"","Lab went really well, first time working west side, time went by fast, added more to coding project, helped in snap calc group chat "
2020-10-19,Oct 19,Monday,9:40 PM,okay,work | friends | school | Milwuakee | hip strengthen  | chest / core | gym,"","Tired most of day, limited time with music, discord call with Edward Zach Jones Cameron in Mrs.Kennedy class, gym trainer for Emely "
2020-10-18,Oct 18,Sunday,9:56 PM,good,work | Milwuakee | mountain dew | church,"","Church realized I need to cut out music because it makes me think of Caitlin, Voltage Dew, watched football most day, Packers lost to Buccs, mind finally feels clear, texted Aunt Jen, worked on FF project for a while"
2020-10-17,Oct 17,Saturday,10:46 PM,okay,friends | Milwuakee | biking | chest / core | gym | mountain dew | gaming,"","Texting Emely night before, gym at Straz, played lots of 2k, watched End game, abortion argument with Caitlin, don’t think I’m gonna write that postcard "
2020-10-16,Oct 16,Friday,10:18 PM,good,friends | walk with duns | Milwuakee | hip strengthen  | chest / core | ultimate frisbee | gym | mountain dew | gaming,"","played frisbee with random guy from rescue mission, Be an Astronaut song, Ultimate frisbee 4 catches 3 drops, gym at Straz, chillin with Jude and Cameron, walk with father Duns story about bad priests, watched multiple episodes of fear the walking dead"
2020-10-15,Oct 15,Thursday,10:30 PM,okay,friends | school | Milwuakee | biking | chest / core | gym | mountain dew | rcia  | reading | gaming,"","Worked a lot on coding project, had fun with Edward and Trevor on Discord, late to RCIA"
2020-10-14,Oct 14,Wednesday,8:52 PM,okay,friends | school | Milwuakee | hip strengthen  | chest / core | gym | mountain dew | reading,"","Theo mid term, Elyse Instagram, don’t have a crush anymore?, talked to Jude about it, watched fear walking dead, postcard idea?"
2020-10-13,Oct 13,Tuesday,9:28 PM,okay,work | school | Milwuakee | biking | chest / core | gym | reading,"","Fuzzy brain, feel taken over by emotions again, father Duns seal video, Abbotsford added to isolation dorms, sent quizlet to Elyse"
2020-10-12,Oct 12,Monday,10:32 PM,good,work | friends | school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Took over a lunch shift, Straz one elevator and rain, talked with Elyse for two hours, seal videos, she reminds me of Caitlin "
2020-10-11,Oct 11,Sunday,9:53 PM,okay,work | Milwuakee | mountain dew | no sugary treats | church | reading,"","Theo study guide, COSC project proposal, watched Football with Livewire, Lakers won finals, started listening to Dayglow, Dear friend made me tear up Why do I want to miss Caitlin? Or do I want to?"
2020-10-10,Oct 10,Saturday,10:34 PM,good,work | friends | Milwuakee | biking | chest / core | ultimate frisbee | gym | mountain dew | no sugary treats | reading | gaming,"","Ultimate frisbee scrim first game in Cleats scored 3 times was team captain, grilled cheese lunch, chilling with Jude and Cameron, coded for project, finished Love Recipt project, watched Social Dilemma"
2020-10-09,Oct 9,Friday,11:45 PM,good,family | friends | school | walk with duns | Milwuakee | hip strengthen  | chest / core | gym | gaming,"","Break through on coding project, walk with farther Duns, Heat vs Lakers game 5"
2020-10-08,Oct 8,Thursday,9:28 PM,good,school | Milwuakee | biking | chest / core | gym | mountain dew | rcia ,"","Coding after math quiz in perfectionist mood, Violet Dew, worked on coding project by learning dictionaries, Helped Gary in coding server, Love recipe video, RCIA: I felt closer to God with Kyla and Caitlin because of love, I’m really introverted"
2020-10-07,Oct 7,Wednesday,11:00 PM,okay,work | friends | school | Milwuakee | hip strengthen  | chest / core | gym | gaming,"","Thought I lose airpods, father Duns trying to get me to major in Theology, VP debate "
2020-10-06,Oct 6,Tuesday,9:39 PM,okay,work | school | Milwuakee | biking | chest / core | gym,"","Poem through song lyrics, double grilled cheese"
2020-10-05,Oct 5,Monday,10:56 PM,good,school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Song poem idea, getting pandas on visual studio, bus and cleats, Packers Falcons game"
2020-10-04,Oct 4,Sunday,9:06 PM,okay,family | Milwuakee | ultimate frisbee | mountain dew | church | reading,"","Refused communion, 3 on 3 ultimate frisbee, Jos being toxic in news discussion, bad week for fantasy players "
2020-10-03,Oct 3,Saturday,10:07 PM,okay,work | Milwuakee | chest / core | gym | mountain dew | reading | gaming,"","Mountain Dew zero sugar run ghetto, walking dead show, father runs email"
2020-10-02,Oct 2,Friday,9:58 PM,okay,work | friends | school | walk with duns | Milwuakee | hip strengthen  | chest / core | gym | reading | gaming,"","Having all answers to algo work bench, finished work early, English poem, Walk with father Duns"
2020-10-01,Oct 1,Thursday,9:55 PM,good,work | friends | school | Milwuakee | biking | chest / core | gym | mountain dew | reading | gaming,"","Good workout at gym, got laptop back, first day at work, reflection essay 2 THEO, RCIA group "
2020-09-30,Sep 30,Wednesday,10:28 PM,okay,family | friends | school | Milwuakee | hip strengthen  | chest / core | gym | mountain dew,"","Studying a lot of comp Sci, whiffle ball, called parents "
2020-09-29,Sep 29,Tuesday,11:22 PM,okay,friends | school | Milwuakee | chest / core | gym | reading,"","Dominated football game, registered to vote, Trump Biden debate "
2020-09-28,Sep 28,Monday,10:23 PM,okay,school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Read emelys Friday prompt, public library closed, Ravens Chiefs"
2020-09-27,Sep 27,Sunday,10:47 PM,okay,Milwuakee | mountain dew | church | reading,"","Church at AMU felt comfortable, NFL games felt a little burnt out, Packers beat Saints "
2020-09-26,Sep 26,Saturday,11:25 PM,almost Rad,friends | Milwuakee | chest / core | ultimate frisbee | gym | mountain dew | reading,"","Emely Friday prompt essay, ultimate frisbee scrimmage 3 scores, Violet Dew, scanned docs for job, walk around campus, Gemini man"
2020-09-25,Sep 25,Friday,10:43 PM,good,friends | school | Milwuakee | hip strengthen  | chest / core | gym | mountain dew | reading,"","Ice cream and interview with Emely, politics in Theo, “Be Still”"
2020-09-24,Sep 24,Thursday,10:43 PM,okay,school | Milwuakee | biking | chest / core | ultimate frisbee | gym | rcia  | reading,"","Chocolate milk at 7/11, ultimate frisbee throwing tips, got the job"
2020-09-23,Sep 23,Wednesday,10:35 PM,okay,friends | school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Stressed about school first part, lunch with the cool kids, 2 dinners with protein powder, talking with Jon"
2020-09-22,Sep 22,Tuesday,8:56 PM,okay,friends | school | Milwuakee | biking | chest / core | run | gym | mountain dew | reading,"","English reading journal, hard lab, wings with Steve and Jon, YAF meeting "
2020-09-21,Sep 21,Monday,9:30 PM,okay,friends | school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Headache, laptop box came, football with Jon Steve and Brenden, Ice Cold Pool"
2020-09-20,Sep 20,Sunday,9:23 PM,okay,friends | Milwuakee | mountain dew | church | reading,"","NFL, week of injuries, church with Chris"
2020-09-19,Sep 19,Saturday,10:42 PM,okay,friends | Milwuakee | biking | chest / core | gym | mountain dew | reading,"","Really good eggs, dming Emeley, ice cream for sandwich trade Monday, Spike ball game, Among Us on mobile "
2020-09-18,Sep 18,Friday,8:22 PM,okay,friends | school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Dad on phone with Dell, burrito at AMU, saw Sydney a couple times, RBG died 🦀"
2020-09-17,Sep 17,Thursday,9:59 PM,okay,family | school | Milwuakee | biking | chest / core | ultimate frisbee | gym | mountain dew | rcia  | reading,"","Ez math test, hunger games simulation, frisbee throw-around, met Francis, late to RCIA group, saw and followed Sydney, Browns vs Bengals"
2020-09-16,Sep 16,Wednesday,7:55 PM,okay,school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Water ballon fight, Kyan stopped snapping, feeling more of an urge to talk to girls "
2020-09-15,Sep 15,Tuesday,9:51 PM,okay,friends | school | Milwuakee | chest / core | ultimate frisbee | gym | reading,"","10 minute math assignment, frisbee at AMU, 4 meals again, care package, Heat Celtics game 1"
2020-09-14,Sep 14,Monday,9:26 PM,okay,friends | school | Milwuakee | hip strengthen  | chest / core | gym | reading,"","Lots of free time between classes, academic advisor call, 4 meals, Scrouder quarantined "
2020-09-13,Sep 13,Sunday,11:06 PM,good,friends | Milwuakee | mountain dew | church,"","First NFL Sunday, Rodgers popped off Cardinals with upset, Mango Lime Kickstart "
2020-09-12,Sep 12,Saturday,8:49 PM,good,friends | Milwuakee | biking | chest / core | gym | mountain dew | reading,"","Worked out for 95 minutes, bus to get VooDew, teacher liked my English essay, drunk guy and cops across the hall"
2020-09-11,Sep 11,Friday,10:56 PM,okay,friends | school | Milwuakee | chest / core | gym | gaming,"","9/11 YAF flags, got python on school computer, Clippers lose Cameron maulding, Celtics beat Raptors"
2020-09-10,Sep 10,Thursday,10:40 PM,okay,friends | Milwuakee | chest / core | run | gym | mountain dew | reading,"","Ez math test, running club hurt knee, football is back, Clyde!"
2020-09-09,Sep 9,Wednesday,9:44 PM,okay,friends | school | Milwuakee | chest / core | gym | mountain dew | reading,"","Computer broken again, first day of pants, leg and core in gym, Dew Nation rewards, Celtics Raptors game 6 😡"
2020-09-08,Sep 8,Tuesday,7:59 PM,good,friends | cleaning | school | Milwuakee | biking | chest / core | gym | reading | gaming,"","Very efficient, loved COSC lab helped someone out, got laptop fixed, gym, saw girl drop phone 😂, Club O Fest, Cosmopolitan argument  "
2020-09-07,Sep 7,Monday,7:52 PM,okay,family | Milwuakee | chest / core | reading | gaming,"","Fantasy draft, got textbook, COSC study and test, hilarious vc Jude and Cameron "
2020-09-06,Sep 6,Sunday,10:36 PM,okay,friends | Milwuakee | mountain dew | church | reading | gaming,"","Job interview, Mountain Dew charged berry 😍, Jons fantasy draft "
2020-09-05,Sep 5,Saturday,10:15 PM,good,friends | Milwuakee | chest / core | run | mountain dew | reading | gaming,"","4 mile run race against bike, LAPTOP TURNED ON, 2k21, Baja Blast, Raptors Celtics game 4"
2020-09-04,Sep 4,Friday,7:56 PM,meh,friends | school | Milwuakee | chest / core | reading,"","Grinded school, computer broke, football with Jon and Steve, walking around campus at night "
2020-09-03,Sep 3,Thursday,9:18 PM,okay,friends | school | Milwuakee | biking | chest / core | reading | gaming,"","Wrote first English essay, first math test, job opening, stupid Raptors beat Celtics, Celtics in 5"
2020-09-02,Sep 2,Wednesday,11:07 PM,okay,friends | school | Milwuakee | chest / core | reading | gaming,"","Grinded first half of day, chilled watched basketball second half "
2020-09-01,Sep 1,Tuesday,10:06 PM,good,friends | school | Milwuakee | biking | chest / core | mountain dew | reading | gaming,"","Computer lab, huge workout: 30 min bike, pushups and pull ups, little run; Celtics vs Raptors game in dining hall, Nuggets vs Jazz"
2020-08-31,Aug 31,Monday,10:06 PM,good,friends | school | Milwuakee | hip strengthen  | chest / core | reading | gaming,"","Fournette released, talked to church minister about Catholicism, won SB as Bengals, Dew server, fun talking with Jude "
2020-08-30,Aug 30,Sunday,8:20 PM,okay,friends | Milwuakee | mountain dew | church | reading | gaming,"","Studied for COSC test and still got 23/28, finished reflection essay, Among Us"
2020-08-29,Aug 29,Saturday,11:06 PM,good,friends | Milwuakee | chest / core | run | mountain dew | reading | gaming,"","Run to Chipotle, fantasy drafts,found pull up bar, talk with Jon for a while, English responses "
2020-08-28,Aug 28,Friday,10:52 PM,okay,friends | school | Milwuakee | chest / core | reading | gaming,"","Leg day at gym, all online classes, English prompt 1, humongous dinner, madden rebuilding "
2020-08-27,Aug 27,Thursday,9:33 PM,okay,family | school | Milwuakee | chest / core | reading | gaming,"","Calculus class really boring, thinking about motives through theology, started essay"
2020-08-26,Aug 26,Wednesday,10:50 PM,good,friends | school | Milwuakee | chest / core | reading | gaming,"","First day of school, really like Theology class, NBA boycotts"
2020-08-25,Aug 25,Tuesday,10:15 PM,okay,friends | Milwuakee | chest / core | run | mountain dew | gaming,"","Run in the rain and thunder, orientation day, met new people like Chris and Phillip, did laundry "
2020-08-24,Aug 24,Monday,9:32 PM,good,friends | Milwuakee | chest / core | reading | gaming,"","Read at library, dorm food really good, Jon arrived, talent show "
2020-08-23,Aug 23,Sunday,9:29 PM,okay,family | Milwuakee | mountain dew | reading,"","Move into dorm, Luka buzzer beater, ran from Target to Walmart, Fantasy Draft"
2020-08-22,Aug 22,Saturday,7:56 PM,okay,family | chest / core | mountain dew | reading,"","Left for college, shopping at dollar general and Walmart, Livewire "
2020-08-21,Aug 21,Friday,7:25 PM,okay,family | friends | Ventura | biking | chest / core | mountain dew | reading | gaming,"","Last day in Cali, finished 9th house, In-N-Out with family, discord with Katie"
2020-08-20,Aug 20,Thursday,6:59 PM,okay,friends | Ventura | chest / core | reading | gaming,"","Starting fantasy football league, Among Us with Yoof and Seb for a couple hours "
2020-08-19,Aug 19,Wednesday,7:49 PM,okay,friends | Ventura | biking | chest / core | mountain dew | reading | gaming,"","Gogi Citrus, orientation meeting, "
2020-08-18,Aug 18,Tuesday,7:50 PM,okay,family | friends | Ventura | chest / core | mountain dew | reading | gaming,"","Ortho appointment total bust, got tan pants, Lakers vs Blazers"
2020-08-17,Aug 17,Monday,8:19 PM,okay,friends | Ventura | chest / core | reading | gaming,"","Chens first day of school, NBA first day of playoffs, new Among us server, started packing "
2020-08-16,Aug 16,Sunday,8:17 PM,okay,friends | Ventura | mountain dew | church | reading | gaming,"","Selling your nuts convo, Mountain Dew Real Sugar, lots of vc with Jude"
2020-08-15,Aug 15,Saturday,7:35 PM,okay,friends | Ventura | chest / core | run | mountain dew | reading | gaming,"","Dew delivery, chick fil a, Star Wars VI"
2020-08-14,Aug 14,Friday,8:09 PM,okay,family | Ventura | chest / core | mountain dew | reading | gaming,"","Mountain Dew shipment from Jude, had Spark Dew, Among us with Kyla’s friends, started reading ninth house"
2020-08-13,Aug 13,Thursday,7:03 AM,okay,family | friends | Ventura | chest / core | reading | gaming,"","Beach for a little, finished Let It Snow, Stupid Blazers beat the Nets"
2020-08-12,Aug 12,Wednesday,8:46 PM,okay,family | friends | Ventura | chest / core | run | mountain dew | reading | gaming,"","Morning run, reading Let it Snow, Among Us with Kyla’s friends "
2020-08-11,Aug 11,Tuesday,8:27 PM,okay,friends | Ventura | chest / core | reading | gaming,"","Galaxy Opal Yao Ming, Jude and I imposter dub"
2020-08-10,Aug 10,Monday,8:32 PM,okay,family | friends | Ventura | hip strengthen  | chest / core | run | mountain dew | reading | gaming,"","4 minute run, drinking course, going to try working out and showering in morning "
2020-08-09,Aug 9,Sunday,8:23 PM,okay,friends | Ventura | church | reading | gaming,"","Finished In All the Bright Places, hated playing rigged 2k, a little sleep deprived "
2020-08-08,Aug 8,Saturday,10:36 PM,good,friends | Ventura | chest / core | mountain dew | reading | gaming,"","Best basketball day ever, Dame Time, Nuggets vs Jazz, Bucks vs Mavericks Luka type, Among us “Group Kill”"
2020-08-07,Aug 7,Friday,10:51 PM,good,friends | Ventura | biking | chest / core | reading | gaming,"","Bike ride limited, talked to Marquette about Calculus, haircut, Among Us Hype Game: Got seen vent by Joey and blamed it on him and won"
2020-08-06,Aug 6,Thursday,9:02 PM,okay,family | friends | computer breaks | Ventura | chest / core | reading | gaming,"","Doctors appointment, Hair medication, Caitlin saying she forgives someone in status, Kyan grounded, snapper jacks, helped Kyla get Cameron’s 2k daily check in"
2020-08-05,Aug 5,Wednesday,9:38 PM,okay,friends | Ventura | chest / core | reading | gaming,"","Knee pain, more Among Us, Subway, “The city of Chicago can suck Jessie Smullott’s 12 inch subway sandwich”"
2020-08-04,Aug 4,Tuesday,10:19 PM,good,friends | Ventura | chest / core | mountain dew | reading | gaming,"","Mavericks vs Kings Luka hype gang, chug zero sugar because Bucks lost, walk with my Mom thinks the girl I liked was Asian, Among Us with the boys "
2020-08-03,Aug 3,Monday,8:19 PM,okay,friends | squats | computer breaks | Ventura | biking | chest / core | reading | gaming,"","Finished 1984, Jude and Cameron vc, thinking about the status for some reason"
2020-08-02,Aug 2,Sunday,9:23 PM,okay,family | friends | computer breaks | Ventura | church | reading | gaming,"","Aunts came over and took Katie, Bucks and Mavericks lost, Caitlins status’s were about me"
2020-08-01,Aug 1,Saturday,8:21 PM,okay,family | friends | computer breaks | Ventura | chest / core | mountain dew | reading | gaming,"","2K online triple threat fun, Clippers own Pelicans, cooler than Kyan"
2020-07-31,Jul 31,Friday,9:32 PM,okay,family | friends | squats | Ventura | biking | chest / core | reading | gaming,"","NBA 2k Opal Packs, watched Bucks and Mavericks games, ice cream at fosters, I have a lot of entertainment "
2020-07-30,Jul 30,Thursday,9:38 PM,okay,family | friends | computer breaks | Ventura | chest / core | mountain dew | reading | gaming,"","Status from Take my Advice then response by Caitlin: “I find it funny you miss me more than you could ever love me”, PT, start of NBA season "
2020-07-29,Jul 29,Wednesday,9:21 PM,okay,family | Ventura | hip strengthen  | biking | chest / core | ultimate frisbee | reading | gaming,"","Early morning bike ride, Mock Draft results spreadsheet, external hard drive, watched Star Wars V"
2020-07-28,Jul 28,Tuesday,9:29 PM,okay,family | friends | computer breaks | Ventura | chest / core | reading | gaming,"","Woke up at 6:30, mock draft spreadsheet, Brianna’s birthday, asked Kaitlin if she still wanted to talk, shopped for Mom, watched Star Wars New Hope"
2020-07-27,Jul 27,Monday,10:27 PM,okay,family | friends | squats | computer breaks | Ventura | chest / core | mountain dew | reading | gaming,"","Jude leaving, back to the normal routine, reading 1984, watched To All the Boys..., message to Kaitlin about continuing to snap, Cait gave Kyan the uke (jeong)"
2020-07-26,Jul 26,Sunday,10:19 PM,good,friends | computer breaks | Ventura | mountain dew | church | reading | gaming,"","Beach with Jude Kaitlin Kyan Yvonne, water cold, volleyball, In-N-Out, Southern Shock Dew, Jude and Kyan acting like an actual couple"
2020-07-25,Jul 25,Saturday,10:51 PM,good,friends | computer breaks | Ventura | chest / core | mountain dew | reading | gaming,"","Basketball with Jude Huy Dakota Chen, Maui Bursts, NBA2K T-Mac, read some 1984"
2020-07-24,Jul 24,Friday,10:54 PM,good,friends | computer breaks | Ventura | hip strengthen  | chest / core | mountain dew | gaming,"","Laurus College, face lotion, pizza and cookies with Jude Audrey Makena, Park with Jude Kyan, cyclone Mountain Dew, Caitlin calling out Kyan for liking Jude"
2020-07-23,Jul 23,Thursday,11:23 PM,good,friends | movie | computer breaks | Ventura | biking | chest / core | mountain dew | gaming,"","Bike ride to hood, watched Kingsman, Mexican restraunt"
2020-07-22,Jul 22,Wednesday,11:34 PM,okay,friends | computer breaks | Ventura | chest / core | mountain dew | gaming,"","Park with Jude,Kyan,Kaitlin,Yvonne, sun screen oopsie, idk how I feel about Kaitlin, trying to fix Caitlins friendships"
2020-07-21,Jul 21,Tuesday,10:50 PM,good,friends | Ventura | chest / core | mountain dew | gaming,"","In-N-Out and dollar general, sun glasses, first time talking to roommate, Dew floats, good mood at night "
2020-07-20,Jul 20,Monday,9:33 PM,okay,friends | squats | Ventura | biking | chest / core | mountain dew | gaming,"","Bike ride with Jude, Star Wars III, got ice cream, Jude FaceTime with Kyan"
2020-07-19,Jul 19,Sunday,10:44 PM,good,friends | computer breaks | Ventura | ultimate frisbee | mountain dew | church | reading | gaming,"","Chill day at house, finished Always and Forever, Chen,Huy,Jude beach frisbee, online Catholic Church with Jude, beach day with girls canceled"
2020-07-18,Jul 18,Saturday,11:58 PM,okay,friends | Ventura | chest / core | mountain dew | reading | gaming,"","Dew run in Port Hueneme, Kaitlin cuttie comment, ping pong with Jude"
2020-07-17,Jul 17,Friday,10:47 PM,rad,friends | computer breaks | Ventura | chest / core | reading | gaming,"","Joeys house pool party with basketball, snapping Kaitlin and Kyan about beach day"
2020-07-16,Jul 16,Thursday,10:19 PM,good,friends | Ventura | biking | chest / core | mountain dew | reading | gaming,"","Picking Jude up at airport, went to Kyan’s house then Kwast’s, boba, "
2020-07-15,Jul 15,Wednesday,10:04 PM,okay,family | friends | computer breaks | Ventura | hip strengthen  | biking | chest / core | reading | gaming,"","Morning bike rides are the best, finished PS I love you, went to school to get new diploma and drop off library books, studying for route to LaX"
2020-07-14,Jul 14,Tuesday,9:17 PM,okay,friends | cleaning | computer breaks | Ventura | chest / core | reading | gaming,"","Reading P.S I love you, watched Marquette basketball game, cleaned air pods, Laurus College tour idea, Jude’s Dad calling my Dad"
2020-07-13,Jul 13,Monday,10:16 PM,okay,squats | Ventura | biking | chest / core | reading | gaming,"","Weird kinda mood, got book 2 of TATBIL, Bill Burr videos, sitting around doing kinda nothing "
2020-07-12,Jul 12,Sunday,10:07 PM,okay,family | friends | Ventura | reading | gaming,"","Finished To All The Boys I Loved, scheduled pool day, Trump pixel art"
2020-07-11,Jul 11,Saturday,11:52 PM,meh,family | friends | Ventura | chest / core | mountain dew | reading | gaming,"","So bored today, reading To All The Boys..., family came back, parkour Saturday quit before finishing, feel that I’m being too serious"
2020-07-10,Jul 10,Friday,10:22 PM,okay,friends | squats | computer breaks | Ventura | biking | chest / core | mountain dew | reading | gaming,"","Chipotle, The Scary Jokes Songs, are my interests more like girls, ice cream, watched Kingsman and Bill Burr"
2020-07-09,Jul 9,Thursday,10:29 PM,good,coding  | computer breaks | Ventura | chest / core | reading | gaming,"","PT “less is more”, library got two books including To All the Boys I loved, AP results, really I got a 3 on Stats?!?! Whatever, Finished Where She Went"
2020-07-08,Jul 8,Wednesday,10:44 PM,okay,friends | coding  | squats | computer breaks | Ventura | biking | chest / core | mountain dew | reading | gaming,"","No email from internship, blanket under the stars "
2020-07-07,Jul 7,Tuesday,10:15 PM,okay,friends | coding  | Trash | Ventura | chest / core | reading | gaming,"","NBA 2k trying to get Curry, BarnesNOble and MCDonalds, one day away from finding about internship "
2020-07-06,Jul 6,Monday,8:55 PM,good,coding  | computer breaks | Ventura | hip strengthen  | biking | chest / core | mountain dew | reading,"","Isolation day, NBA project, finished NBA history book, Marquette Dorms(Jonathan Yee is my roommate), started reading If I Stay"
2020-07-05,Jul 5,Sunday,8:17 PM,okay,friends | coding  | squats | computer breaks | Ventura | biking | chest / core | church | reading,"","Recovery day, Kaitlin response, learned lesson on making dumb bets, mostly spent day by myself"
2020-07-04,Jul 4,Saturday,3:22 AM,okay,friends | coding  | squats | Feed Cosmo | Ventura | mountain dew | reading | gaming,"","4th of July, NBA project idea, parkour Saturday taking all night, Kaitlin bet "
2020-07-03,Jul 3,Friday,11:24 PM,okay,family | friends | movie | coding  | Feed Cosmo | Ventura | hip strengthen  | chest / core | mountain dew | reading | gaming,"","House to myself, lots of 2k, watched Yesterday, I just want someone to love "
2020-07-02,Jul 2,Thursday,10:12 PM,okay,family | friends | coding  | squats | Ventura | hip strengthen  | chest / core | reading | gaming,"","Dentist, Kaitlin Sys B-day, why is she so cute, getting house to my own soon"
2020-07-01,Jul 1,Wednesday,10:09 PM,okay,friends | coding  | squats | Ventura | biking | chest / core | reading | gaming,"","MonkaS about internship, Jude and Kyan weird champ, Phase 1-K initiate "
2020-06-30,Jun 30,Tuesday,10:33 PM,good,friends | coding  | squats | Ventura | hip strengthen  | chest / core | mountain dew | reading | gaming,"","Really hype morning with 2k finally working and coding class, I told Kyan I have a little crush on Kaitlin "
2020-06-29,Jun 29,Monday,10:43 PM,okay,family | friends | movie | coding  | squats | Ventura | hip strengthen  | chest / core | reading,"","Started new python class, talked to Trevor quite a bit, watched Catch Me if You Can, I might have a crush on Kaitlin "
2020-06-28,Jun 28,Sunday,8:06 PM,okay,family | friends | coding  | squats | Ventura | chest / core | no sugary treats | church | reading | gaming,"","Recovery from staying up late, core feels strong, I’m really vulnerable to feelings and I’m pretty sure I’ll get rekt eventually, finished skill share python class, finished Court of Thorns and Roses, finished Catch me if you can "
2020-06-27,Jun 27,Saturday,1:58 AM,good,friends | coding  | squats | Ventura | hip strengthen  | chest / core | mountain dew | reading | gaming,"","Drank Liberty Dew, texted Montijo, parkour Saturday with Jude"
2020-06-26,Jun 26,Friday,11:17 PM,okay,family | friends | coding  | squats | Ventura | hip strengthen  | chest / core | reading | gaming,"","New laptop, talked with friends more than usual, Jude + Kyan like each other"
2020-06-25,Jun 25,Thursday,8:26 PM,good,friends | coding  | squats | Ventura | hip strengthen  | chest / core | reading | gaming,"","PT, found Liberty Dew in Hueneme, played basketball, got excited about coding, we aren’t aiming for the truck 9/11"
2020-06-24,Jun 24,Wednesday,8:58 PM,okay,family | coding  | squats | Ventura | chest / core | reading,"","Mainly worked on usual goals, Caitlin seemed to respond to my status by calling me a simp, working on spread sheet really fun "
2020-06-23,Jun 23,Tuesday,10:04 PM,okay,friends | coding  | squats | Ventura | hip strengthen  | chest / core | mountain dew | reading | gaming,"","Went to library to pick up books, got basketball from Joey, played basketball, got Dew icee from Circle K, did job app for internship, finished Fault in Our Stars made me tear up, Donny Facebook group"
2020-06-22,Jun 22,Monday,10:39 PM,okay,family | friends | coding  | squats | Ventura | hip strengthen  | chest / core | mountain dew | reading,"","Started reading fault in our stars (really good), had to throw ball with Katie, in morning got year book with Dad, new and improved Donny, snapping Kyan who is with Kaitlin and I am way to willing to start having a crush"
2020-06-21,Jun 21,Sunday,10:49 PM,meh,family | coding  | squats | Ventura | chest / core | church | reading,"","Feeling tired, worked on spreadsheet, finished “One of us is lying”, fosters freeze and dry scalp, looking to go to library"
2020-06-20,Jun 20,Saturday,10:01 PM,okay,family | friends | coding  | Ventura | chest / core | mountain dew | reading | gaming,"","Worked with Dad on spread sheet, went to Walmart and Target looking for Liberty Brew, started reading One of Us is Lying, wrote Father’s Day card really love my Dad"
2020-06-19,Jun 19,Friday,9:43 PM,good,family | friends | coding  | Ventura | hip strengthen  | chest / core | mountain dew | reading,"","Went to dollar general, lunch at Waypoint parents Mr.Johnson and this Monta Vista teacher, spent a lot of time on stats project, Abundance of Catherine’s is very good"
2020-06-18,Jun 18,Thursday,9:53 PM,okay,family | friends | coding  | Ventura | hip strengthen  | chest / core | reading,"","PT in morning working on getting ribs down, working on stats project again, call from internship, Caitlin attacking me personally on news discussion "
2020-06-17,Jun 17,Wednesday,9:13 PM,okay,family | coding  | Ventura | chest / core | reading | gaming,"","Finished Blood of Olympus(sad it ended), got Larry Bird, missed call for  internship"
2020-06-16,Jun 16,Tuesday,10:38 PM,okay,family | friends | coding  | Ventura | hip strengthen  | chest / core | reading | gaming,"","Way of least resistance, new coding program, accomplished all my daily goals, trying to improve life, possible internship with navy company "
